27450168,22150080,163877409
49912439,163877409,23702397
104871512,163877409,494696880
219855843,24490384,23702397
217984518,41511637,130176159
25844958,18721502,23702397
40961474,10876852,17652777
41554056,14372486,23654341
24391888,368898559,16202733
37838964,14227046,40164390
40164390,14227046,37838964
518304539,445348992,8051992
368898559,24391888,16202733
191793302,285708672,10418002
7768572,16827173,37461389
233582757,31812497,11268812
19946977,50393960,19029137
14618151,177310174,14208982
38303040,13613292,19802879
161445523,49089235,11268812
35432131,3829151,27475761
127625661,407259902,75829996
281765007,44312605,63135128
165498547,44473103,196429355
463410501,193076197,48108211
137117427,310687757,39689218
23742474,16536215,101496725,15439395,19489341,31892440
89728799,21158690,58714972,87759396,20747847,467658266
74229529,18488495,16038438,191638793,7384432,96747353
323405569,109065990,382368139,48415669,64643056,290769740
50453498,20471349,294198566,10671602,316797838,156176094
423662810,109065990,279390084,64643056,16589206,225235528
246456451,10671602,279390084,19311729,294198566,216299334
279390084,225235528,16589206,1344951,6017542,4816
16151999,18825961,189328634,18825961,63485337,17540485
37883682,1294741,14190551,465973,19346439,18142375
814153,991221,11627,5515802,18498684,14505838
2681811,795536,1045141,5515802,991221,18498684
2014851,1268821,991221,8295072,1117341,18498684
6016612,1117341,1268821,5410072,8295072,6243662
15719227,10671602,14691709,15222083,24585498,11928542
63145571,166905249,105106802,527526077,125481462,19916572
20055740,213969309,59454817,20132407,15332029,17093617
143036737,22486912,20068314,15439395,448754463,105520076
277307787,18644074,259150636,88476558,14824849,26073572
16318671,30364057,18948541,20479813,15666380,19697415
224304689,813286,18009781,21581503,35611780,37710752
377723508,33276161,23865382,15224867,257549385,20479813
26829539,17567533,18009781,84875272,116994659,19697415
12925,6480652,88617158,23161445,9275742,9275742
25935287,24951388,103794042,6480682,25235187,202938733
124011468,48773664,43736146,93070905,71876190,209806777
19042006,61061751,7861312,6480682,75974281,90420314
83027605,34428380,22462180,27760317,43003845,40981798
46750053,163203962,189898898,67348022,57659674,251261925
136002468,163203962,85716069,160053476,40981798,187773078
140620887,22462180,40981798,34428380,43003845,21447363
19660870,141598384,19784831,20177423,24599923,20908109
469799060,14133970,18131039,20027082,35827764,115485051
393712956,17681513,972651,18980276,22421051,240421228
48282037,17681513,18980276,18393773,38740909,15901190
19347370,18393773,31335068,18209478,19942178,18738619
46160165,20027082,17951702,18209478,16302651,18393773
15760917,23344817,27702153,14241468,63858347,19873504
18176066,15013686,16186995,15584619,24450407,972651
220226018,22421051,19693287,116321125,18980276,44572624
213089141,18393773,326621596,42343110,14133970,326620473
25421094,22940219,783214,19575977,23976386,180505807
48436234,82978967,82978967,82652901,24019308,318571154
28076276,23976386,25421094,22940219,180505807,259379883
193011642,5380672,80976653,769101,17850012,247565758
116019986,44851838,28195996,3829151,6871812,48024605
13406702,231175831,18734310,51263592,259379883,3829151
188864694,17681513,10671602,17663756,48436234,783214
18649193,23976386,259379883,22940219,14622632,180505807
14142469,50393960,783214,15913,15416485,15027362
184964515,34226086,170424259,389081073,263723790,115485051
17595759,24741685,15249238,50393960,50042364,15818391
48717817,15234657,17790274,61040299,3829151,972651
305512397,64245475,282621568,34226086,263723790,314136785
14256850,20536157,24741685,50393960,3293391,14863134
20287180,240833716,14685759,35407584,10588432,16616109
45481417,17174309,263420771,46958514,214964464,109768622
182209873,147795672,263420771,19330043,16050554,46958514
46719689,62925053,23272358,26143624,26143624,136814183
12835512,15605700,114596637,805339,6037682,15361746
202779114,2172,1344951,7861312,18474300,15435220
420098425,15605700,637533,93455973,15361746,805339
20269053,259379883,370952365,45509346,59804598,5442012
37595712,17156000,16303106,20609518,57107167,259379883
330924104,24742040,458940984,15913,42361118,18581803
18701680,124059059,15806166,28037700,112674281,29009480
15300027,9413072,18927441,18721927,17746168,15913
31451582,217160945,61604894,50323173,389257384,217160945
73496189,50323173,115485051,123446415,18840445,15321506
61604894,31451582,217160945,169686021,25389599,389257384
175378976,43955937,18715024,35894617,15681129,15649594
430947942,21436960,17781165,14936377,16580226,15009735
425404298,78133467,15009735,16580226,133067266,12415722
15010658,216548653,216548653,11348282,216548653,11348282
86352195,15473958,14693823,15165502,54626053,19802879
19911588,46319532,86336234,11348282,19401690,22630002
26060531,816653,17161990,19876230,16460916,33347901
341254870,225663702,1344951,15670515,2890961,294325981
142769121,3359851,36916922,14580438,57107167,15234657
21799478,14580438,678953,16910193,36916922,2890961
18294289,2890961,77888423,10671602,21556071,1344951
15713063,3359851,10671602,15234657,105368325,16464746
77201104,36850842,3359851,16464746,18988524,111984637
18681139,19397785,57107167,86254626,77888423,101311381
22126763,816653,1344951,14093540,15498654,46789018
77454154,816653,18131006,678953,1344951,87077721
18400024,1344951,17736256,816653,14093540,2890961
391347780,310424793,85658777,24276230,161392400,349150213
325762371,157650749,208637263,256151803,242304614,311507198
488141609,142208286,186991088,179724468,230871978,90057908
459647107,31331740,40981798,43003845,22462180,34428380
374681905,41031095,28093064,21447363,220862287,32943157
153823700,112471133,116324294,44873497,20437286,7004382
116529568,59010637,12340562,44873497,26958133,13
22049097,44873497,20437286,134234059,116324294,172779883
145664482,182437702,121482708,92943741,19980947,33725348
197446218,15279429,75641903,6539592,79797834,15439395
191403883,57615171,16727535,20768539,19900778,52422878
35218566,14515799,451586190,27311044,30313925,50393960
169858328,30313925,813286,52422878,19900778,107930490
47608522,322632450,156380350,19900778,813286,83855918
285332860,155927976,166767883,19900778,37896651,39753512
13390772,11696732,14685924,31090570,11696732,147135706
150975058,20768539,33491215,37360915,37896651,26514893
148307910,150584959,39360648,128614814,21910500,33491215
40708033,42501345,781674,13939772,11696732,19526770
24404523,12576702,62581962,7861312,972651,16429626
51166558,15736190,160994217,972651,175865603,9720292
16959780,34579454,90964854,15573174,82447497,62581962
34742030,972651,7717612,783214,89581205,17220934
51446354,126345156,14803701,63320588,24081780,113359047
20802008,14922225,25316615,14691709,11928542,972651
50101765,53144764,20162957,20533562,33347901,85321222
117248377,20534492,108668217,55033682,72683041,55010030
132998576,115485051,6539592,19637934,19877186,16303106
19877186,102595595,285282053,15033845,15033845,14220046
6173842,7861312,972651,972651,14622632,14622632
62564949,274770287,162065142,267152969,62569259,301762017
265785888,23151437,87874905,193107999,248133493,190123181
372593743,133133507,57851704,245432700,87874905,217325898
40400921,301762017,33951149,556522155,211902633,198975780
351640699,351621695,337886919,310804819,351621695,43166813
27409596,271004250,7429892,11348282,189246487,108811740
12916252,16649247,16567106,22662672,107527425,12333362
17546467,22461427,12333362,11807172,20726549,31112508
22157661,14882389,13461662,19785044,391891226,18832064
209154676,24189159,36528203,16284386,73125667,137089291
64498695,36528203,19606528,39585367,14800270,39588192
109679926,24189159,26026579,14800270,19606528,16284386
18757110,189526671,18717114,266464154,340096688,347788475
340096688,18757110,347788475,189526671,266464154,118408745
2768501,28755851,84198189,22421051,409486555,451586190
119966935,481656972,101661580,15648827,129280923,282622053
101661580,282622053,119966935,61793098,129280923,15648827
67760575,48505632,282633717,30015099,288523265,98306941
228780430,77812553,15648827,56449543,30015099,227771636
38701335,202888588,47331533,254862559,260487915,57190148
93055903,246896464,75496342,227771636,15648827,180505807
318114002,481656972,128801799,24725413,129684862,117606553
172751496,18638800,19661706,7738402,9779032,60273
504749831,45673,19610339,16002470,14112756,18742918
18625021,39169042,349199638,473065534,21362105,17919972
49733096,18242547,28796887,64852973,223851600,56067121
8369072,16567106,16567106,16567106,16567106,16567106
69724763,42260068,235092080,47667972,15112961,33529138
17625465,8732992,23127272,17064514,17093617,26045394
18336459,19621110,27118364,29562655,17093617,33644416
27110078,199019831,25084978,49092104,355710112,16125750
48419074,49092104,16125750,27110078,25084978,115485051
133093395,27457788,125481462,27457788,275197798,61061751
31968180,806283,160986971,44273770,5768872,19195914
286871259,71876190,158848407,16941646,22677790,407340870
19362838,16520368,16358939,18166933,14654777,10441
2576581,9973572,115485051,14075928,14523801,216897428
16125750,48419074,27110078,42847985,115485051,199019831
30728013,9232292,31475027,128240372,71245177,10260682
17948254,18614130,39967462,26991886,14890490,29612613
26174570,126146818,86277174,734493,46715620,19195914
46278988,16736400,21955058,14607172,16264006,16736400
21357711,48485771,7861312,146155608,131319392,144040563
75888569,20079982,14230524,49573859,33174013,19982092
15909012,19970709,20918560,4863241,19982092,20050520
35261025,20079982,158314798,29424570,105119490,16672510
109705251,181561712,95465386,105119490,24522142,158314798
278103138,14230524,181561712,109705251,19982092,95465386
1146211,49573859,14230524,22737163,428333,813286
16961384,112915037,7517222,177345928,18327944,20332982
68610983,227398508,231238626,14256964,20332982,18444372
18444372,3359851,14372486,20332982,68610983,15913
46716477,14843763,45518586,15077916,657863,196676183
77752823,33323849,38048560,9890492,33787936,15769327
16014435,21386236,27074856,9890492,38048560,16908562
29095324,32409483,55321197,47468360,285774292,50341398
27074856,20729766,21663950,18459358,277796727,22486728
42181827,377806143,64742479,29322917,78391198,480735701
363934790,66439253,339301509,53717630,19877186,43969388
66439253,32271789,53717630,55053890,363934790,339301509
43969388,53717630,127315301,53717630,127315301,122216533
26151564,14857534,22126231,62581962,27479039,22872643
85166539,52937837,71404521,288193085,41582975,55943201
187355509,275695131,234897887,38471766,26257166,286369229
404642558,49287148,52937837,247463533,395540411,36769115
101107812,77120712,105643923,40519997,3359851,34068984
18920735,93927917,18626079,13165,14283433,132422304
373610804,258927438,347922658,133339804,265383563,14088984
33616906,32496437,20298371,136361303,17674486,21149226
18979100,17674486,21149226,17328030,18309277,46832898
123340731,5380672,19637934,16619881,90420314,6351572
299796635,105241998,185642132,246412630,16263407,42900952
36014516,19507251,16660451,17225211,16571527,19637934
115579325,27376554,18043611,10129172,64919810,25075984
29211085,288452305,15164565,224004614,120627505,313091751
120627505,14868699,234270825,29211085,278778939,273531261
16550142,21316821,93898319,12580532,48050142,14408705
314864509,16303106,24083901,81906564,81906564,254185943
562381032,27022632,339994942,22084427,14824849,241382835
14408705,21316821,18458348,16550142,35816920,93898319
15460296,231584757,7743842,17401682,15948448,16522388
263099844,210933449,230845588,183206939,294809172,393028587
230845588,294809172,393028587,210933449,263099844,183206939
393028587,230845588,263099844,294809172,183206939,285332860
294809172,230845588,183206939,285332860,210933449,263099844
27108385,28205471,38705128,17787399,28205471,12771872
221477994,36875829,21778154,14505838,36875829,21778154
21778154,44705716,14505838,44705716,44705716,14505838
222040026,19579205,25132173,16814790,20335463,96477040
17901282,42519612,23235056,36806880,20221159,22940219
134992998,21278412,259611070,169686021,22720927,24343869
15911247,14086492,9411772,18317233,148943,20554406
25583917,180505807,15540222,17729005,668423,22588327
9611352,9283582,15384741,30331404,15801446,17729005
24340234,10587552,15384741,22588327,21965123,17729005
19327052,15459980,17864230,14163141,16317798,2735631
22588327,10587552,255617445,8708232,30331404,17729005
271605782,255617445,14142965,13648692,9411772,14086492
487851005,6088382,15819085,14838800,13462502,377821426
58166411,180505807,180505807,17372386,12925072,293611884
15162141,22253,57378470,1678471,14367669,16912257
17938005,22588327,9767472,9283582,14819149,8708232
227124583,21506437,233879811,250081935,233848398,127416908
82464711,16351704,12044602,78200643,807095,759251
98710138,24119743,29542422,64814348,26785513,29535333
18792482,16351704,807095,16664681,27029537,759251
20953826,807095,23984889,55374680,21625141,15576094
8705842,36898950,17360763,8249832,8249162,42951053
38701545,26521369,16351704,22952231,18019451,26785513
119522199,15526814,23984889,119572367,14193712,26785513
51241574,27029537,16438248,2467791,59173252,27029537
8249162,8249832,51241574,19495940,8705842,42951053
32475118,989,19053987,2729061,1183041,17595439
23111224,45371222,6297852,14220046,14382311,84449853
14133091,13461,23111224,7581972,4077891,45371222
20702626,15901190,15809522,24508000,194202453,34387055
6599492,7846,799645,41713,10454572,10450
317798057,106814909,123434827,11980942,507203986,19537263
236775246,125938349,14233933,373402927,40724459,187852705
7612022,40724459,15134782,212892228,59751576,41335446
48780700,22400271,19537263,22940219,436702610,139482291
499691222,486816912,57960833,139482291,18553965,143068013
49415743,19676802,102642582,18553965,43065900,135822634
38688973,108931405,349834700,123193555,22940219,133698176
295788283,19503627,79676954,27917294,21202532,20346956
339021227,45827478,32917372,19060726,50241304,153812978
335343438,123193555,20465564,133698176,19676802,486816912
14233933,227622196,59751576,55015319,17037854,41335446
6371402,17898821,70373183,141154914,188676311,41106321
41106321,6371402,227622196,24702660,18671394,392877131
40724459,7612022,41335446,32917372,153780289,15134782
26467044,180505807,19615995,36610496,15736190,15088016
19615995,39864099,9779032,26467044,14749606,15088016
37814593,14233946,18510499,14249536,15707229,15275738
